nameWithOwner,url,releases,createdAt,totalLoc,totalSloc,validFiles,invalidFiles,filesNotRead,filesNoMetric,cc,ccRank,miMultiFalse,miMultiFalseRank,miMultiTrue,miMultiTrueRank,difficulty,effort,timeHas,bugs,totalFiles,stars
fmfn/BayesianOptimization,https://github.com/fmfn/BayesianOptimization.git,7,2014-06-06,2273,1450,18,0,0,0,0,X,49.84214695102242,A,59.5228260132802,A,3.1565217391304348,559.7207811285718,31.095598951587323,0.05750629531084715,18,4240
frappe/erpnext,https://github.com/frappe/erpnext.git,862,2011-06-08,64761,51075,694,0,379,7,-1,Z,-1,Z,-1,Z,-1,-1,-1,-1,3426,6405
freedomofpress/securedrop,https://github.com/freedomofpress/securedrop.git,22,2012-01-11,27626,19250,173,0,4,2,0,X,65.39914909341078,A,75.2283109507335,A,1.3333333333333333,54.81181356564148,3.0451007536467487,0.01383772647454919,179,2884
freqtrade/freqtrade,https://github.com/freqtrade/freqtrade.git,29,2017-05-17,33458,23353,136,0,13,4,0,X,54.28326334246914,A,65.90236677535762,A,2.7308238636363633,542.2209225599488,30.12338458666382,0.05386367954099951,153,3133
frostming/legit,https://github.com/frostming/legit.git,7,2011-06-25,1329,895,9,0,1,0,0,X,67.84060637449255,A,67.84060637449255,A,1.2,33.688259064691245,1.8715699480384025,0.01,10,5637
fxsjy/jieba,https://github.com/fxsjy/jieba.git,9,2012-09-29,1125,854,8,0,0,0,-1,Z,-1,Z,-1,Z,-1,-1,-1,-1,60,23341
Gallopsled/pwntools,https://github.com/Gallopsled/pwntools.git,40,2013-04-29,55487,38253,199,0,5,2,0,X,62.279200364295036,A,65.9908275773717,A,2.0,193.84615384615387,10.76923076923077,0.027799500009615414,206,6713
geex-arts/django-jet,https://github.com/geex-arts/django-jet.git,23,2015-07-29,5237,3653,46,0,11,0,0,X,69.32363641290368,A,69.32363641290368,A,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,57,2768
geopy/geopy,https://github.com/geopy/geopy.git,30,2010-03-04,15630,9414,84,0,3,0,0,X,49.840008895322526,A,63.0716947182426,A,2.05,199.5791554858215,11.087730860323417,0.027960301380877878,87,2890
getpelican/pelican,https://github.com/getpelican/pelican.git,9,2010-10-16,13839,10314,45,0,1,0,0,X,54.28718855347397,A,58.31191370831416,A,2.0,234.4110456156665,13.022835867537028,0.033134782060803114,46,9718
getsentry/responses,https://github.com/getsentry/responses.git,18,2013-11-15,2039,1491,3,0,0,0,0,X,18.42885942162272,B,26.033895157809425,A,5.36144578313253,4838.1896697607735,268.7883149867096,0.30080130531096944,3,2812
getsentry/sentry,https://github.com/getsentry/sentry.git,54,2010-08-30,95055,67240,949,0,0,1,-1,Z,-1,Z,-1,Z,-1,-1,-1,-1,2812,25299
gevent/gevent,https://github.com/gevent/gevent.git,21,2012-09-13,114910,77800,365,28,3,25,0,X,62.48543983186511,A,63.244015464840245,A,2.5,253.94788871455373,14.10821603969743,0.031694139362507326,421,5175
golemfactory/golem,https://github.com/golemfactory/golem.git,37,2015-11-18,104996,79898,706,1,159,4,0,X,62.28067059243714,A,65.34924569244865,A,1.0,39.863137138648355,2.2146187299249087,0.011114709844115209,870,2873
google/clusterfuzz,https://github.com/google/clusterfuzz.git,17,2019-01-29,127213,83039,609,0,0,2,0,X,83.13333558855099,A,82.55274580816811,A,1.0,15.509775004326936,0.861654166907052,0.005169925001442312,611,4250
google/grr,https://github.com/google/grr.git,18,2013-12-04,82431,52498,404,0,0,3,-1,Z,-1,Z,-1,Z,-1,-1,-1,-1,944,3512
google/python-fire,https://github.com/google/python-fire.git,7,2017-02-21,11077,6056,56,0,6,0,0,X,78.30380344250374,A,73.38932702651825,A,1.1294117647058823,30.319433158222125,1.6844129532345624,0.008422064766172813,62,17240
googleapis/google-api-python-client,https://github.com/googleapis/google-api-python-client.git,36,2014-01-08,15392,8703,77,0,0,0,0,X,83.32877540993685,A,83.77983383777996,A,1.5,42.793987519471216,2.377443751081734,0.009509775004326938,77,3794
googleapis/google-cloud-python,https://github.com/googleapis/google-cloud-python.git,696,2014-01-28,1253,616,11,0,1,0,0,X,78.48454183546724,A,78.76288060850393,A,2.1818181818181817,153.43424884571635,8.52412493587313,0.02344134357365111,12,3271
googlefonts/roboto,https://github.com/googlefonts/roboto.git,8,2015-04-11,1777,1092,22,29,0,0,0,X,75.03120208664751,A,74.97498623538124,A,2.705108359133127,372.3289394082317,20.68494107823509,0.04632115250221214,51,3501
googlemaps/google-maps-services-python,https://github.com/googlemaps/google-maps-services-python.git,14,2014-08-15,5262,2835,28,0,0,0,0,X,75.7405226975234,A,65.9315932926471,A,1.0,54.70095122300544,3.0389417346114134,0.011486667359990235,28,2746
gorakhargosh/watchdog,https://github.com/gorakhargosh/watchdog.git,9,2010-10-23,8987,5020,51,0,0,0,0,X,71.2807097492947,A,72.75445162688261,A,1.6666666666666667,112.14390861333307,6.23021714518517,0.022844129532345624,51,4136
graphql-python/graphene,https://github.com/graphql-python/graphene.git,46,2015-09-24,11912,7686,114,0,16,0,0,X,61.41381212952694,A,71.84906355750498,A,1.0,31.651978731634916,1.7584432628686066,0.009211032383086407,130,5806
graphql-python/graphene-django,https://github.com/graphql-python/graphene-django.git,28,2016-09-17,10873,7863,110,1,23,0,0,X,100.0,A,100.0,A,0.0,0.0,0.0,0.0,134,2947
Guake/guake,https://github.com/Guake/guake.git,54,2012-05-15,8852,6133,34,0,2,1,0,X,60.51449043384808,A,66.46583499749232,A,1.5833333333333335,86.34173042783777,4.796762801546544,0.01820847904851633,37,3362
guardicore/monkey,https://github.com/guardicore/monkey.git,9,2015-08-30,25089,18809,387,0,42,0,0,X,84.58174335197131,A,94.95366061989549,A,0.5,1.0,0.05555555555555555,0.0006666666666666666,429,3190
gunthercox/ChatterBot,https://github.com/gunthercox/ChatterBot.git,84,2014-09-28,13801,8798,121,0,11,0,0,X,100.0,A,100.0,A,0,0,0.0,0.0,132,10045
hankcs/HanLP,https://github.com/hankcs/HanLP.git,50,2014-10-09,11560,7730,192,0,0,0,0,X,100.0,A,100.0,A,0.0,0.0,0.0,0.0,192,19852
hanxiao/bert-as-service,https://github.com/hanxiao/bert-as-service.git,10,2018-11-12,4653,2851,28,0,1,0,0,X,82.70631445828671,A,82.70631445828671,A,1.5,59.62994682908729,3.3127748238381827,0.013751099295352731,29,7789
harelba/q,https://github.com/harelba/q.git,10,2012-01-30,36,26,4,0,0,1,0,X,100.0,A,100.0,A,0.0,0.0,0.0,0.0,5,7478
healthchecks/healthchecks,https://github.com/healthchecks/healthchecks.git,20,2015-06-25,16213,11765,274,0,21,2,0,X,100.0,A,100.0,A,0.0,0.0,0.0,0.0,297,2972
hhatto/autopep8,https://github.com/hhatto/autopep8.git,11,2010-12-29,2393,1266,44,23,2,4,0,X,93.98928079563652,A,93.98928079563652,A,1.0,8.0,0.4444444444444444,0.004643856189774725,73,3455
home-assistant/core,https://github.com/home-assistant/core.git,604,2013-09-17,269710,193407,1967,0,0,3,-1,Z,-1,Z,-1,Z,-1,-1,-1,-1,4960,33929
horovod/horovod,https://github.com/horovod/horovod.git,6,2017-08-09,31192,19321,165,0,11,3,0,X,69.7137487790811,A,70.23675402825015,A,2.5,276.658485672615,15.369915870700831,0.0345754247590989,179,9496
hugapi/hug,https://github.com/hugapi/hug.git,13,2015-07-17,10508,6422,126,0,5,3,0,X,97.46895057782216,A,98.22605297281106,A,0.25,1.1887218755408673,0.06604010419671485,0.0007924812503605782,134,6269
huge-success/sanic,https://github.com/huge-success/sanic.git,27,2016-05-26,19174,13177,118,0,0,1,0,X,58.99729980712854,A,64.5116814015991,A,1.2556306306306306,59.6342140896335,3.313011893868528,0.014948676426993133,119,13882
huggingface/transformers,https://github.com/huggingface/transformers.git,30,2018-10-29,116453,77065,321,0,5,2,0,X,58.312085154778764,A,62.20086498423987,A,2.8947368421052633,370.0439718141092,20.55799843411718,0.044321304173637846,328,29664
hugsy/gef,https://github.com/hugsy/gef.git,7,2015-03-26,971,698,3,0,0,1,0,X,39.591354694982634,A,58.58543766804047,A,4.9523809523809526,2008.4528431676545,111.58071350931414,0.10218444289800348,4,2963
huyingxi/Synonyms,https://github.com/huyingxi/Synonyms.git,19,2017-09-25,2243,1527,14,0,0,0,-1,Z,-1,Z,-1,Z,-1,-1,-1,-1,24,3010
hylang/hy,https://github.com/hylang/hy.git,8,2012-12-15,5776,3642,35,0,6,1,0,X,69.8635494247878,A,71.03938213125247,A,2.0,152.0,8.444444444444445,0.028,42,3511
HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis.git,340,2013-03-10,53713,33048,341,0,0,1,0,X,77.20516373950682,A,76.93073913434282,A,2.1538461538461537,196.36363636363635,10.909090909090908,0.027249752275002266,342,4422
idealo/imagededup,https://github.com/idealo/imagededup.git,4,2019-04-05,5156,3258,33,0,3,0,0,X,59.41979617609336,A,68.52624285546617,A,1.5,168.48465693561735,9.360258718645408,0.02995282789966531,36,3055
imWildCat/scylla,https://github.com/imWildCat/scylla.git,7,2018-04-10,2753,1707,55,0,2,0,0,X,75.25762994707803,A,75.72075225599738,A,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,57,2955
iodide-project/pyodide,https://github.com/iodide-project/pyodide.git,23,2018-02-23,6774,4873,78,0,1,0,0,X,80.63027972997631,A,81.18141245281008,A,1.8230769230769233,119.79389534576333,6.655216408097963,0.022774446018456473,79,3891
iperov/DeepFaceLab,https://github.com/iperov/DeepFaceLab.git,3,2018-06-04,15349,10784,120,6,0,1,0,X,53.064431918006946,A,57.35544513436338,A,3.8865384615384615,627.1145906033798,34.83969947796555,0.05197388346579015,127,16873
ipython/ipython,https://github.com/ipython/ipython.git,28,2010-05-10,64751,35330,339,0,13,2,0,X,76.62511947997385,A,77.11334556101325,A,1.5,61.021056277764515,3.3900586820980285,0.012180403014586996,354,14232
iterative/dvc,https://github.com/iterative/dvc.git,240,2017-03-04,43319,32138,332,0,18,1,0,X,57.95121598018844,A,61.378932165571506,A,1.2678571428571428,75.44210625757214,4.1912281254206745,0.01726871868465843,351,5380
i-tu/Hasklig,https://github.com/i-tu/Hasklig.git,8,2014-04-06,0,0,0,1,0,0,0,Z,-3,Z,-3,Z,-3,-3,-3,-3,1,4748
jackzhenguo/python-small-examples,https://github.com/jackzhenguo/python-small-examples.git,5,2019-11-17,1848,1165,73,0,1,0,0,X,90.39606432582333,A,92.73626791147858,A,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,74,4515
jakubroztocil/httpie,https://github.com/jakubroztocil/httpie.git,34,2012-02-25,7934,5641,57,0,3,0,0,X,57.40061808829337,A,60.29082995325979,A,1.8421052631578947,310.2290213973121,17.234945633184008,0.03681537178317774,60,47104
janeczku/calibre-web,https://github.com/janeczku/calibre-web.git,8,2015-08-02,4636,3382,17,0,0,1,-1,Z,-1,Z,-1,Z,-1,-1,-1,-1,42,3403
jarun/buku,https://github.com/jarun/buku.git,37,2015-11-01,4710,3707,16,0,2,0,0,X,51.27683483762667,A,51.27683483762667,A,1.25,131.78911469430653,7.32161748301703,0.02700745041796315,18,3679
jarun/googler,https://github.com/jarun/googler.git,32,2015-08-16,133,86,1,0,0,0,0,X,58.10819178045734,A,58.10819178045734,A,2.5961538461538463,514.4742322324832,28.581901790693514,0.06605595080515834,1,4486
jayfk/statuspage,https://github.com/jayfk/statuspage.git,12,2016-02-26,729,487,3,0,1,0,0,X,58.39567715030862,A,75.61935884369784,A,0.5,6.965784284662087,0.3869880158145604,0.004643856189774725,4,3687
jazzband/django-debug-toolbar,https://github.com/jazzband/django-debug-toolbar.git,2,2008-08-28,5344,3680,57,0,6,0,0,X,75.04077850395011,A,75.78063427519524,A,1.0,15.509775004326936,0.861654166907052,0.005169925001442312,63,5983
jazzband/pip-tools,https://github.com/jazzband/pip-tools.git,36,2012-09-10,7343,5106,44,0,2,0,0,X,72.59755107656207,A,78.05209824080609,A,0.75,27.0,1.5,0.009,46,4332
jazzband/tablib,https://github.com/jazzband/tablib.git,4,2011-03-28,5823,3104,30,0,3,0,0,X,64.86356424441416,A,72.2171375013187,A,1.8,68.15963227050307,3.7866462372501704,0.012482880680573552,33,3717
jbarlow83/OCRmyPDF,https://github.com/jbarlow83/OCRmyPDF.git,7,2013-12-20,15021,9810,79,0,0,0,0,X,75.784581225593,A,75.784581225593,A,2.0,177.8888556225398,9.882714201252211,0.03953085680500885,79,2843
jiaaro/pydub,https://github.com/jiaaro/pydub.git,29,2011-05-02,3175,2138,12,0,1,1,0,X,59.037714695219364,A,75.3126338027052,A,3.89390756302521,1482.1650138039552,82.3425007668864,0.08611421092494297,14,4527
jisaacks/GitGutter,https://github.com/jisaacks/GitGutter.git,50,2012-12-08,4918,2652,28,0,0,0,0,X,59.71465311201633,A,66.3137471436579,A,3.447826086956522,469.49123776022054,26.082846542234474,0.0409647951378541,28,3878
joke2k/faker,https://github.com/joke2k/faker.git,5,2012-11-12,2816,1928,17,0,2,0,-1,Z,-1,Z,-1,Z,-1,-1,-1,-1,488,10048
jopohl/urh,https://github.com/jopohl/urh.git,85,2016-04-01,35507,28574,195,0,19,6,-1,Z,-1,Z,-1,Z,-1,-1,-1,-1,387,5027
jpadilla/django-rest-framework-jwt,https://github.com/jpadilla/django-rest-framework-jwt.git,16,2014-01-16,2092,1321,19,0,1,0,0,X,63.585459820085575,A,76.30083298140934,A,1.2,18.575424759098897,1.0319680421721609,0.004643856189774725,20,2974
jpadilla/pyjwt,https://github.com/jpadilla/pyjwt.git,24,2011-02-24,4582,3168,23,0,4,0,0,X,65.3195580684234,A,65.80650896971046,A,1.5,119.8942468677714,6.660791492653967,0.022202638308846556,27,3315
jrnl-org/jrnl,https://github.com/jrnl-org/jrnl.git,21,2012-03-29,3741,2785,29,0,0,0,0,X,61.570539349244946,A,61.570539349244946,A,2.3076923076923075,226.38255736155728,12.576808742308737,0.03539939594536321,29,4323
Jrohy/multi-v2ray,https://github.com/Jrohy/multi-v2ray.git,36,2018-05-06,3468,2795,29,0,0,0,0,X,54.87844937372226,A,55.80060721809746,A,3.1818181818181817,446.4661474448058,24.80367485804477,0.05270780907334513,29,3907
kemayo/sublime-text-git,https://github.com/kemayo/sublime-text-git.git,9,2011-09-27,2338,1710,17,0,0,0,0,X,51.936276733454974,A,51.936276733454974,A,3.0,383.7898336789724,21.321657426609576,0.04523561956057014,17,2814
keras-rl/keras-rl,https://github.com/keras-rl/keras-rl.git,8,2016-07-02,5937,3842,43,0,6,0,0,X,67.34166317811908,A,74.47898624528277,A,1.5555555555555556,61.021056277764515,3.3900586820980285,0.013287712379549451,49,4685
keras-team/autokeras,https://github.com/keras-team/autokeras.git,37,2017-11-19,10573,6274,81,0,15,0,0,X,62.797624947572054,A,73.17280656299516,A,0.6666666666666666,19.019550008653876,1.0566416671474377,0.005417832221403845,96,7152
keras-team/keras,https://github.com/keras-team/keras.git,23,2015-03-28,25113,17530,169,0,1,2,0,X,75.25183078648277,A,79.11464189723382,A,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,172,48752
Kinto/kinto,https://github.com/Kinto/kinto.git,141,2015-02-25,32259,23322,166,0,6,1,0,X,60.59537852757486,A,66.39176892018239,A,1.0,21.5151339739447,1.1952852207747058,0.008422064766172813,173,3966
kivy/kivy,https://github.com/kivy/kivy.git,6,2010-11-03,89825,50440,431,0,6,4,0,X,57.193526934013235,A,65.71522473415548,A,2.4,218.92106257572138,12.162281254206743,0.029189475010096184,441,11388
kivy/python-for-android,https://github.com/kivy/python-for-android.git,10,2011-11-28,20203,13706,237,0,6,1,0,X,92.09912476895863,A,93.70913383036094,A,0.5,1.0,0.05555555555555555,0.0006666666666666666,244,6017
kovidgoyal/calibre,https://github.com/kovidgoyal/calibre.git,184,2013-05-28,7818,5694,48,2,0,0,-1,Z,-1,Z,-1,Z,-1,-1,-1,-1,1373,7914
kovidgoyal/kitty,https://github.com/kovidgoyal/kitty.git,58,2016-10-16,28162,22620,132,0,17,5,0,X,52.645900431764545,A,54.02820239658488,A,3.5227272727272725,547.8213889576907,30.434521608760594,0.05848948488503418,154,9156
Kozea/WeasyPrint,https://github.com/Kozea/WeasyPrint.git,31,2011-08-09,30306,23063,81,0,1,9,0,X,50.05851560936071,A,54.63638264991519,A,3.980769230769231,1964.6642172177912,109.14801206765507,0.1684100078310892,91,3647
kubernetes-client/python,https://github.com/kubernetes-client/python.git,45,2016-10-31,213428,95212,1453,0,1,11,0,X,77.52915270633953,A,81.36306184570199,A,0.5384615384615384,15.509775004326936,0.861654166907052,0.005169925001442312,1465,2803
kubernetes-sigs/kubespray,https://github.com/kubernetes-sigs/kubespray.git,38,2015-10-03,2043,1510,15,0,0,0,0,X,62.11196585192192,A,62.11196585192192,A,1.56,135.6923076923077,7.538461538461539,0.02588726466125215,15,8912
lancopku/pkuseg-python,https://github.com/lancopku/pkuseg-python.git,2,2018-08-05,2390,1509,13,0,1,0,0,X,59.641296768015756,A,59.641296768015756,A,4.5,1052.663503534078,58.481305751893224,0.07761574219606106,14,4889
laramies/theHarvester,https://github.com/laramies/theHarvester.git,7,2011-01-01,4675,3831,54,0,4,0,0,X,63.09341694679778,A,64.80770431425793,A,1.1388888888888888,39.18156856932418,2.1767538094068986,0.011590201507293497,58,3898
LazoCoder/Pokemon-Terminal,https://github.com/LazoCoder/Pokemon-Terminal.git,3,2017-04-18,2073,1447,36,0,1,0,0,X,68.49741091025042,A,71.52433019610802,A,1.0,100.12987383951793,5.562770768862107,0.016688312306586323,37,3474
lbryio/lbry-sdk,https://github.com/lbryio/lbry-sdk.git,236,2015-08-20,14727,11841,87,0,11,2,-1,Z,-1,Z,-1,Z,-1,-1,-1,-1,304,4521
lektor/lektor,https://github.com/lektor/lektor.git,16,2015-12-19,14541,10754,73,0,1,1,0,X,51.419995274894546,A,52.88211249644247,A,3.142857142857143,891.7768175294409,49.54315652941338,0.0923270943050094,75,3298
liangliangyy/DjangoBlog,https://github.com/liangliangyy/DjangoBlog.git,14,2016-11-02,7263,5127,80,0,16,0,0,X,100.0,A,100.0,A,0.0,0.0,0.0,0.0,96,3039
librosa/librosa,https://github.com/librosa/librosa.git,27,2012-10-20,30866,10192,67,0,0,1,0,X,68.55380033654346,A,58.60046537691622,A,3.6666666666666665,522.9532994813709,29.05296108229838,0.04754120904376099,68,3655
littlecodersh/ItChat,https://github.com/littlecodersh/ItChat.git,13,2016-01-19,2931,2331,17,0,1,0,0,X,58.79008864631357,A,65.19951617213194,A,2.5,163.4985136500136,9.083250758334088,0.027249752275002266,18,20515
lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis.git,27,2016-09-09,8309,7110,35,0,0,0,-1,Z,-1,Z,-1,Z,-1,-1,-1,-1,114,2883
lmcinnes/umap,https://github.com/lmcinnes/umap.git,21,2017-07-02,9479,6059,35,0,0,1,0,X,63.14547630190167,A,66.15301829877839,A,2.0,91.83818573204711,5.1021214295581725,0.017924812503605784,36,3967
localstack/localstack,https://github.com/localstack/localstack.git,15,2016-10-25,26346,19759,122,0,38,4,0,X,59.03192722283543,A,60.33174048531313,A,2.0,136.4706304027501,7.581701689041672,0.02723308333814104,164,25164
locustio/locust,https://github.com/locustio/locust.git,27,2011-02-17,11151,7967,65,0,4,0,0,X,69.33443681312195,A,75.19764276630434,A,1.0,27.0,1.5,0.009,69,13170
LonamiWebs/Telethon,https://github.com/LonamiWebs/Telethon.git,40,2016-08-26,25406,13657,132,0,9,1,0,X,59.44435837821769,A,72.68599487219818,A,2.392857142857143,156.78918005423094,8.710510003012832,0.02861223988875238,142,3699
lra/mackup,https://github.com/lra/mackup.git,10,2013-04-06,2042,1061,12,0,0,0,0,X,68.02232636439152,A,72.06516329550436,A,1.5234375,161.49813234061594,8.972118463367552,0.029903179422992678,12,10050
lutris/lutris,https://github.com/lutris/lutris.git,35,2013-10-08,30686,23352,184,0,8,0,0,X,59.09948864468987,A,60.85823699004954,A,2.1575757575757573,183.83671966625712,10.213151092569841,0.025880702085857382,192,3591
lyst/lightfm,https://github.com/lyst/lightfm.git,7,2015-07-30,4743,2492,21,0,1,0,0,X,55.39364862254139,A,64.43796465322242,A,2.6341463414634148,284.4594317038115,15.803301761322862,0.03539939594536321,22,3160
madmaze/pytesseract,https://github.com/madmaze/pytesseract.git,17,2010-10-27,884,678,4,0,0,0,0,X,69.9581050138598,A,69.9581050138598,A,2.156862745098039,1053.1084517779138,58.506025098772994,0.0813765621828388,4,2965
magenta/magenta,https://github.com/magenta/magenta.git,45,2016-05-05,68467,42120,328,0,0,2,0,X,71.11188671569542,A,72.7218319972731,A,2.55,218.9912279734977,12.166179331860985,0.028767496301860256,330,15249
MagicStack/asyncpg,https://github.com/MagicStack/asyncpg.git,21,2016-07-19,16287,11071,49,0,1,0,0,X,66.62765884883767,A,66.62765884883767,A,1.5,36.0,2.0,0.008422064766172813,50,4234
MagicStack/uvloop,https://github.com/MagicStack/uvloop.git,56,2015-11-08,6924,5178,33,0,0,1,0,X,60.98481242574297,A,63.65653605840784,A,1.0,61.021056277764515,3.3900586820980285,0.011623058338621813,34,6981
mahmoud/boltons,https://github.com/mahmoud/boltons.git,18,2013-02-20,18182,9981,61,0,2,3,0,X,45.68346657168201,A,53.205123296776996,A,3.837037037037037,1189.352499554114,66.07513886411745,0.12220095473690802,66,5175
mail-in-a-box/mailinabox,https://github.com/mail-in-a-box/mailinabox.git,12,2013-08-21,7811,4979,21,0,0,0,0,X,56.59228763859114,A,56.59228763859114,A,6.6521739130434785,3247.4008047922434,180.4111558217913,0.2731638324210078,21,9235
mailpile/Mailpile,https://github.com/mailpile/Mailpile.git,8,2011-10-30,33817,24244,154,7,7,16,0,X,56.02834031291982,A,57.62108628872967,A,4.145502645502646,1028.0012846898765,57.111182482770914,0.07917629538637241,184,8167
mantl/mantl,https://github.com/mantl/mantl.git,29,2015-01-27,1893,1208,7,4,0,0,0,X,57.075173890319576,A,57.075173890319576,A,3.888888888888889,1357.3641687865102,75.40912048813945,0.09767276558463775,11,3068
matplotlib/matplotlib,https://github.com/matplotlib/matplotlib.git,46,2011-02-19,74213,39722,575,0,1,16,-1,Z,-1,Z,-1,Z,-1,-1,-1,-1,859,11666
matrix-org/synapse,https://github.com/matrix-org/synapse.git,265,2014-08-11,168614,101494,649,0,21,2,0,X,72.68873633629332,A,73.41449036661743,A,1.5,56.848937171666485,3.158274287314805,0.013287712379549451,672,6285
maurosoria/dirsearch,https://github.com/maurosoria/dirsearch.git,11,2013-04-30,2941,1922,29,0,0,0,-1,Z,-1,Z,-1,Z,-1,-1,-1,-1,161,4024
MechanicalSoup/MechanicalSoup,https://github.com/MechanicalSoup/MechanicalSoup.git,9,2014-05-26,3212,1917,20,0,0,0,0,X,100.0,A,100.0,A,0.0,0.0,0.0,0.0,20,3505
meolu/walle-web,https://github.com/meolu/walle-web.git,20,2015-09-11,9556,5705,92,0,0,0,0,X,75.38447977293907,A,82.09048985071888,A,1.0,23.839850002884624,1.324436111271368,0.007946616667628208,92,9981
mesonbuild/meson,https://github.com/mesonbuild/meson.git,65,2014-05-14,35781,26358,298,0,6,17,0,X,82.40817804121869,A,82.40817804121869,A,1.0,30.319433158222125,1.6844129532345624,0.009,321,2745
mherrmann/fbs,https://github.com/mherrmann/fbs.git,81,2017-12-15,3513,2596,64,1,8,0,0,X,75.32740006064196,A,80.29152641664967,A,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,73,2830
michael-lazar/rtv,https://github.com/michael-lazar/rtv.git,38,2015-02-08,14658,9071,50,0,0,2,0,X,54.28309162616261,A,58.67840462683169,A,3.5936234817813766,900.0822127953365,50.0045673775187,0.07013168274850878,52,4479
microsoft/botframework-sdk,https://github.com/microsoft/botframework-sdk.git,76,2016-03-03,399,271,3,0,0,0,0,X,53.8413704672283,A,63.381697885649686,A,4.32,1724.822477198047,95.82347095544705,0.12479335752337291,3,6101
microsoft/cascadia-code,https://github.com/microsoft/cascadia-code.git,6,2019-07-10,335,256,2,0,0,0,0,X,55.097015882555596,A,55.097015882555596,A,3.518867924528302,2994.0597281363384,166.3366515631299,0.1533871549702473,2,12220
microsoft/nlp-recipes,https://github.com/microsoft/nlp-recipes.git,5,2019-04-05,27637,17402,139,0,8,0,0,X,60.875266139165426,A,67.81578024013885,A,2.25,241.762061585218,13.431225643623222,0.03678716557125306,147,4934
microsoft/nni,https://github.com/microsoft/nni.git,22,2018-06-01,65822,42271,442,0,25,1,0,X,58.078118135127326,A,63.34755006116758,A,3.235294117647059,525.8604446154095,29.214469145300527,0.05148593620076575,468,6359
midgetspy/Sick-Beard,https://github.com/midgetspy/Sick-Beard.git,4,2010-03-16,31215,23442,173,47,5,0,-1,Z,-1,Z,-1,Z,-1,-1,-1,-1,367,3011
mindsdb/mindsdb,https://github.com/mindsdb/mindsdb.git,4,2018-08-02,7822,6071,81,1,19,0,0,X,69.16183150544471,A,83.98349974992855,A,0.6,13.95879750389424,0.7754887502163467,0.005169925001442312,101,2730
mingrammer/diagrams,https://github.com/mingrammer/diagrams.git,26,2020-02-02,7912,4183,172,0,1,0,0,X,100.0,A,100.0,A,0.0,0.0,0.0,0.0,173,5328
minimaxir/textgenrnn,https://github.com/minimaxir/textgenrnn.git,12,2017-08-07,1032,779,7,0,0,0,0,X,52.286650102963875,A,73.0039406133358,A,4.9,699.2388778023283,38.84660432235157,0.04756727059879784,7,3882
mininet/mininet,https://github.com/mininet/mininet.git,3,2011-04-21,10863,6903,88,0,0,2,0,X,69.36521442866778,A,76.14872905755232,A,1.6648351648351647,114.07592518944666,6.337551399413703,0.01728293838892246,90,3427
mirumee/saleor,https://github.com/mirumee/saleor.git,34,2013-02-12,101794,82306,844,0,122,8,-1,Z,-1,Z,-1,Z,-1,-1,-1,-1,1077,8219
Miserlou/Zappa,https://github.com/Miserlou/Zappa.git,6,2016-01-20,6781,4574,32,0,3,2,0,X,75.24420095552102,A,79.3586343574921,A,1.0,12.509775004326936,0.6949875002403854,0.004169925001442313,37,10738
mitmproxy/mitmproxy,https://github.com/mitmproxy/mitmproxy.git,33,2010-02-16,61115,45843,488,1,33,3,0,X,59.99749640180589,A,65.94190066022938,A,1.5,78.38457593812329,4.354698663229072,0.017924812503605784,525,19183
mlflow/mlflow,https://github.com/mlflow/mlflow.git,29,2018-06-05,67225,45998,359,0,40,1,0,X,58.012072058910036,A,64.47616359340441,A,1.5,75.28421251514428,4.182456250841349,0.017924812503605784,400,6792
modin-project/modin,https://github.com/modin-project/modin.git,26,2018-06-21,28684,19512,163,0,0,5,0,X,83.6759318420612,A,83.34008892829371,A,0.5,2.3774437510817346,0.1320802083934297,0.0015849625007211565,168,4928
mongodb/mongo-python-driver,https://github.com/mongodb/mongo-python-driver.git,6,2009-01-15,64115,40396,171,0,1,4,0,X,59.97198983387416,A,61.073498778189645,A,3.5,667.8359853024107,37.10199918346726,0.0641894750100962,176,3053
MongoEngine/mongoengine,https://github.com/MongoEngine/mongoengine.git,30,2012-03-05,18012,12021,72,0,5,8,0,X,46.58476568344859,A,55.66379915531357,A,2.164034551958817,428.2557980665947,23.79198878147748,0.06823956592028758,85,3192
mopidy/mopidy,https://github.com/mopidy/mopidy.git,9,2009-12-23,19683,12891,120,0,9,3,0,X,54.95633727328248,A,59.56828071688665,A,1.5,149.33534895464757,8.296408275258198,0.027674117084629815,132,6549
MrS0m30n3/youtube-dl-gui,https://github.com/MrS0m30n3/youtube-dl-gui.git,3,2014-03-01,4074,2180,14,8,1,1,0,X,60.28357614318848,A,71.41651402917518,A,2.65625,244.90861405830145,13.60603411435008,0.02751286279306569,24,4639
msiemens/tinydb,https://github.com/msiemens/tinydb.git,50,2013-07-12,3929,1856,19,0,1,0,0,X,56.43573614466017,A,55.06391297848309,A,2.25,134.43609377704337,7.468671876502409,0.024,20,3545
